category,city,hotelname,count,state,ratings,goods and bads,comment,,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,4,"Se pago el precio justo, no hubo ningun tipo de inconveniente, la persona de recepcion muy atenta. Fare price. The person in reception was very kind and welcoming. The lady in the restaurant was very sweet and gave us a great service.",Santa Rosa,,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,4,"This is an old-fashioned motel where you park by your door, and I wasn't expecting much when I saw it. But we were pleasantly surprised when we went in. Our room was large and spacious with lots of closet space, a larger-than-average shower, a microwave and mid-size refrigerator, and a very comfortable king bed. What I liked most was that... More","It's a little old fashioned, but what a charm",,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,4,This was one of six hotels we stayed on a recent trip through California. Easy helpful check in with a really good size room with comfortable chairs and a table. Easily the best room we stayed in it was very clean and well stocked. We used the onsite cafe for an evening meal and breakfast. Whilst the menu was limited... More,Good stay,,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,4,"This hotel reminded us of a 1960's motel. We parked outside our room. Looks like they have finished remodeling and we were very comfortable. The room was very nice and clean, the bed was comfortable with lots of pillows and it was quiet. Plenty of charging outlets, free wifi, updated tv, and cold refrigerator for drinks. Desk staff was very... More",Cute hotel - 1960's-like,,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,3,"Hotel staff excellent. Breakfast area was converted guest room , which did not accommodate guest . No place to sit , so we left.",Not bad,,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,3,"Room was too expensive. No full or continental breakfast. Staff a bit laid back. Breakfast was offered on site, but you paid for it. Excellent Restaurants nearby, Denny's and Willie Bird's for dinner. Cost much more for breakfast than normal. Location was OK. just off the freeway (101 North). Shower was very hard to turn on and I had to... More",Disappointed as a BW Gold card holder,,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,3,"Somewhat the hotelstandard we expected. Some ideas and Reports: Comfortable house- but try to get a room at the ground Floor-maybe it can be a Little exhausting to get bis suitcases upstairs-if you got some. We were rather disappointed not to get a safe deposit box-all were already full (not good for us,doing a 7 weeks around the world travel... More","Not exciting,not disappointing",,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,3,"Overall this Best Western is nicely decorated. It was a bit disappointing that the bathroom did not function. A fairly busy property, so repairs were slow. The plus if you need or want to be close to 101. It is minutes from the freeway. Very convenient, if you are traveling to the Northern California's Redwoods or Sonoma/Napa.",Santa Rosa Get-a-way....,,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,2,Shower was broken. People upstairs paced for at least two hours from 2 to 4 AM.,How can you rent a room without a working shower?,,,,,,,,,,,,,,
"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Santa Rosa,BEST WESTERN Garden Inn,15,CA,1,"I booked online Feb 8th for Saturday, April 9th. I got my confirmation email and put it in my travel folder. On Feb 10th I noticed a reservation in my computer calendar for Feb 9th not April 9th. After calling BW customer service they suggest I call the hotel directly because there was nothing they could do. I called and... More",Poor Customer Service,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,2,"Very worm out room, close to the airport, but the smell in the room was unpleasant","Close tot he airport, but pretty poor condition",,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,5,"Great hotel, great staff",good deal,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,5,The manager that night was excellent.,outstanding,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,5,The hotel was very clean and the room was comfortable. Off the main drag so there wasn't a lot of traffic noise. The only downfall is that there isn't a continental breakfast. They did have a cupboard where you could purchase food and other items which helped out.,great stay,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,3,Standard Candlewood hotel. Nice and clean. Room was nice and comfortable.,Standard Candlewood,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,4,"I booked this stay with my mother, sister and niece. The hotel was in a great location and close to many conveniences. The staff were always pleasant and helpful. The free Laundromat was also a huge plus. As our visit was for 10 days, the kitchenette in the room proved very convenient and we were also happy to notice that the hotel was not noisy. My only negative was that the hotel windows could not open and sometimes it proved difficult to get the air conditioning at a comfortable setting. Overall a great stay!",A very pleasant stay in Norfolk!,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,5,great.,"very clean, accessible, No breakfast, No pool",,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,3,"I had high hopes for this hotel. Yes, it is a 2 star but others give it a good rating. So I thoght this would be a good place to stay. When we first arrived at around 330 pm, the outside of the hotel was well kept so things looked promising. The lobby was clean and smelled nice. When I went to check in there was first a delay because the customer in front of me room was not ready. Then I found out my room wasn't ready. I was asked to leave my so they could call me when it was. They suggested I go drive around until then with gas prices so high. We came back at 5 pm and the room still wasn't ready. We sat in the hot car for another hour before they finally just offered us two single rooms instead of the queen double we prepaid for, stating they sold out of those rooms. We lost a whole day of our vacation simply b/c we weren't able to check-in until nearly 4 hours after the stated time. We didnt get to the beach until late so my kids only got tospend about an hour in the water. Check-out was no better. It was supposed to be at noon, but a male housekeeper came into my room at 1130 without knocking ready to turn the room over. Luckily I wasn't indisposed or anything. Then, the front desk tried to charge me a second time for the room. The room was nice, however. I would have considered staying thre again if those things didn't happen.",Close to beach if you can ever check-in to go.,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,5,Very nice! Accesability of bathroom was well thought out. As a handicapped person I can ALWAYS tell when the design of a space was done by a non handicapped person.,Norfolk Airport Candlewood Suites,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,5,I find that Candlewood Suites offers an excellent stay for the price. It is better much than a lot of more expensive hotels. The hotel is always very clean. It offers the best in creature comforts and each room is very well organized for business travel.,"The Candlewood Suites Hotel in Norfolk, VA",,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,4,Hotel is very clean. Has good WiFi and is close to the airport. I would stay here again when in the Norfolk area.,Nice Clean Hotel Close to Airport,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,4,"My first impression was that the lobby was full of pimps and hookers! The hotel was very nice, very clean but the guys standing by the door asking if they could bum a cigarette as I checked in with my 3 small sons skeeved me out a little bit. The room was clean, beds comfortable, towels fluffy, we checked in at 11.30pm and were out by 9am so it was a place to sleep and nothing else.","Nice hotel, other guests, not so much",,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,3,Good location and facilities. One thing that was a little negative was that the room smelled a little. Perhaps from people cooking Had a nice little exercise room and the internet was amazingly fast!!! Overall a good experience!!,Good location and facilities,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,5,"Target, Wal-Mart, food establishments are in walking distance. The airport is 10 mins away and the shuttle is always available. The property is brand new, every inch of the suite/room was magnificent with the marble in the bathroom. I washed clothes (complimentary wash/dry). Loved it. Workout room has all the up-to-date equipment. Front desk hospitality from beginning to end of my stay. I'm from Los Angeles/Orange County, California, and a very neat and clean person. I will most definitely be back. The drive to Virginia Beach is very close, freeways are right at the location. Highest recommendation and respect for this hotel.",Very excited to go back. The hospitality was the best!,,,,,,,,,,,,,,
"Hotels,Conference Room,Meeting Room,Hotel",Norfolk,Candlewood Suites Norfolk Airport,15,VA,4,"Check in was quick, efficient. Room was large, well appointed, kitchen area, separte bedroom. Free self parking Only down side was bedroom TV did not work and set up two wake up calls that never happened.",Nice hotel for MEAC week at Norfolk scope,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,3,"First off, the buses to parks were awful!! We waited 2 different morning over 45 mins for a bus and even missed a breakfast character breakfast!! We stayed near the Carriage house(the main lobby) which was very convenient but with limits on beverages for free cups it just wasn't worth it to use. NO juice or milk!!! We had children... More",Nothing like other Disney Resorts,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,4,"We stayed at Disney Saratoga Springs for 7 nights in March 2015. Generally, we really enjoyed our stay. We only went to Downtown Disney twice, but it was a vert easy walk and if we had gone more often, the proximity would be a real plus. The bus ride to the various parks could be a little long and we... More",Really Enjoyed Our Time,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,4,I have stayed at just about every Disney World Property except the Grand Floridian and Wilderness Lodge. I have always been really impressed (except this time). Saratoga Springs seems to be less kept up than the other properties. There was a big pile of 15 or so wooden coat hangers in the walkway right outside our door when we arrived... More,Not my favorite Disney property,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,4,We rented a room from a DVC member at Saratoga Springs for our family of 5. Disney heavily caters to families of four and builds hotel rooms that are accommodating for that size of family . Having five we had to bring a inflatable mattress to accommodate the fifth person. The rooms were adequately clean and had a stove top... More,Nice place to stay at Disney,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,5,"Spent a week visiting Disney parks and stayed here due to a friend gifting us their Disney Vacation Club points. This resort, despite having construction at the pool closest to our villa, was top-notch. The staff members were courteous and helpful. The two bedroom suite with full kitchen and amenities was excellent, clean and well maintained. Our villa in The... More",A week of Disney...our first trip!,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,5,"I have traveled to Walt Disney World a number of times and will continue to travel there based on how outstanding every aspect of the resort is. When we arrived at Saratoga Springs we were welcomed by hotel staff and a wonderful display of holiday decorations. It was very beautiful and put a huge smile on everyone's faces! Now, on... More",Excellent Resort!,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,1,We are DVC members for the past 3 years and have had great experiences before this trip in late November. We had almost 500 taken from our room during our one cleaning experience. We were not aware that the room was being cleaned on day 3 of our 9 day stay. We had our money out in plain view in... More,Money was stolen from our room,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,3,"We stayed a week while visiting Disney. We had a one bedroom in the Grandstand area. The room size was fine. King bed was comfortable. The pillows were not as comfortable. There was a deck, and a full kitchen. The closet included various items and left little room for clothes. The washer and dryer were extremely loud. The livingroom was... More",Nice room - housekeeping issues,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,2,"The hotel is lovely looking from the outside, the grounds are beautiful but the rooms are dated, dark! We had a Jr. Suite with hopes of having a place we could relax in. The suite was not inviting. The bus transportation to the parks was not always as described (leaving every 20 min) three of the days was good ... More",Disney Vacation,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,5,"Just returned from a short break to another outstanding Disney Resort. Saratoga Springs is a huge resort so be warned. I used the Disney transport throughout my stay, to and from the airport and around the parks and other hotel resorts probably the longest wait was around 15 minutes the shortest 1 minute. I was in a 1 bedroom apartment... More",The Springs Have Sprung!,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,5,Recently stayed for 2 weeks in the Paddock area of saratoga springs. Great location..just a short walk to the paddock pool and padfock grill...also 2 mins from either carousel or paddock bus stop. Short and very pleasant 5 min walk to the main springs pool and artists pallete restaurant and main lobby. Pool was amazing..never over crowded. Room ..studio..was very... More,Fabulous luxury resort,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,4,"We always have a positive experience at Saratoga Springs. The Congress Park section of the resort is within easy walking distance of Disney Springs (formerly Downtown Disney) and even closer now with a new pedestrian bridge. Additionally, there is a little used entrance off Buena Vista drive that makes for easy in/out near hotel row.",Right in the heart of it all,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,5,Originally we were at Disney's Port Orleans French Quarter. Our room had a broken bed and we were not satisfied with it. The hotel manager then moved us to this resort. EVERYTHING about it was GREAT from the time we arrived. The front desk rep was extremely helpful even the manager who apologized over and over for the broken bed... More,GREAT!!!!!,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,4,"Traveled Jan 2012 with mother in law and my 2 kids. We stayed in a 1 bedroom suite, very nice little place, very clean and spacious all the comforts of home. The pool was nice for the kids, liked that there was always a bus coming around to bring you to the different Disney park attractions.",Disney trip 2012,,,,,,,,,,,,,,
"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Orlando,Disney's Saratoga Springs Resort & Spa,15,FL,5,"We rented a two bedroom suite, as Florida residents. This was a very clean and well laid out for our family trip. The bedrooms were split to reach side of the common area, one being a king with hot tub and big bathroom. The other side had two queen beds with a second bath and we ordered a crib, while... More",Great for family,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,The people a extremely polite and the room service was perfect. rooms and bathrooms were spotless.,Great location,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,Very nice hotel with the exception of the bed. It was very hard and uncomfortable.,Couple night out,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,"Perfect hotel! Indoor pool, Hot tube, clean, comfortable, staff was friendly. It is located across from a shopping center with great restaurants and a movie theater...the beach was about 35-40 mins away which took me by surprise because under researched it...but I didn't seem to mind the drive. Overall I would recommend it to anyone.",Great hotel near a host of resturants,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,4,"I check in the interior of the hotel was clean. When I got to my room, I found someone sock over in the corner and a belt under the bed. Then when I got ready to take a shower the water was cold. The mattress in the bed was not firm, it had a sunk in the middle. Overall the hotel was nice but the mattress in room 416 need to be thrown out. I was uncomfortable the entire night.",Uncomfortable mattress,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,The hotel was great. We drove in and our room was clean and comfortable. We enjoyed room service and the staff was great. Will stay here again when in Suffolk.,Great Stay,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,3,"Hotel was generally good but the breakfast was extremely disorganized, slow, and eventually i just gave up.",Hotel ok but breakfast was a problem,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,"My hotel stay at the Hilton Garden Inn can only be described as over the top excellent. I was warmly welcomed by a wonderful front desk clerk named Jennifer who demonstrated exemplary customer service. The hotel was absolutely gorgeous and smelled wonderful - seriously. I stayed in a Jr. Suite and found the room to be comfortable, super clean, and well appointed. My only complaint, and it is relatively small, is that the breakfast buffet wasn't that great especially given the price. When I mentioned this upon check-out I was promptly given a Barnes Noble gift card in an effort to make up for my less than satisfactory restaurant experience. Was I impressed You bet!!!! I have never received such wonderful customer service during any hotel stay as I did at the Hilton Garden Inn. I will ALWAYS make it a point to stay at this hotel each time I visit family in the area.",Excellent Property - Highly Recommended!!!!,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,Looking forward too returning again. Hopefully sooner rather than later.,awesome stay,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,4,"Each time I've stayed, the rooms have been clean and comfortable. However, there was no record of my reservation on 2nd trip (made through Expedia), and on recent trip overheard conversation with another guest experiencing the same problem, and his issue was not so much with the lost reservation as with the attitude of the hotel staff. My experience on trip 2 was similar but not quite as contentious. Most competing hotels do not charge for breakfast. This one does.",Great location in a nice area of Suffolk.,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,"the hotel boasts one of the most comfortable beds I have had the pleasure of sleeping on. Also, a well appointed room all around.",great bed,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,1,"This hotel is located in a quite area. Within the location of this hotel it offers awesome stores options if you are in need of additional clothing or grocery store items. I've stayed at this location on several occasions but I must say this visit did not rate anywhere near my previous stays. The water in the tub backed up which is gross and unsanitary. The surface in the tub is very slippery which should have better surfacing inside the tub. These experiences has caused me to seek future overnight/weekend stays at other 4 or 5 star hotels in the surrounding area. We went for coffee in the breakfast area, but the coffee seemed to have included undesired coffee grinds, we then chose to go out for breakfast after notifying the staff.",Vacation,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,4,"the hotel was the lovely. My sister was returning home from deployment in Norfolk via the Naval base. This was in close enough proxmity and was certainly the right price! The staff was very pleasant and helpful. my only complaint is that the hot tub was luke warm at best. other than that, the fitness center was clean, the coffee bar was a nice touch in the lobby, and we even got free cookies (which were delicious!).",Would definitely go back,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,"I was very happy. We needed dinner and a quick night's sleep. The area was great and we had many choices for food. Kind of odd there are no glasses in the room, just two foam coffee cups.",We needed a quick night's sleep.,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,"Our stay was wonderful.The room was clean,we had plenty of towels.The staff was very friendly. I would recommend this hotel .","Nice, clean, friendly staff,",,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Suffolk,Hilton Garden Inn Chesapeake/Suffolk,15,VA,5,"Nice, clean and quiet. Staff were friendly and helpful. Great place to stay!",Great hotel,,,,,,,,,,,,,,
"Hotel,Hotels Motels",Baltimore,Homewood Suites by Hilton Baltimore,15,MD,5,"Bad: Nothing. Good: For a 6 day stay, the space was wonderful","Great value, welcoming and friendly",,,,,,,,,,,,,,
